Symbol,Date,Open,High,Low,Close,Volume
AGLE,7-Aug-20,6.91,6.99,6.83,6.98,156400
AGMH,7-Aug-20,15.31,15.31,14.755,14.85,4400
AGNC,7-Aug-20,13.58,13.68,13.54,13.63,5031600
AGNCM,7-Aug-20,22.58,22.87,22.58,22.79,19800
AGNCN,7-Aug-20,23.92,23.95,23.76,23.92,16000
AGNCO,7-Aug-20,22.77,22.93,22.77,22.85,46000
AGNCP,7-Aug-20,22.11,22.4,22.11,22.35,30600
AGRX,7-Aug-20,2.65,2.7113,2.6,2.65,1140900
AGTC,7-Aug-20,5.28,5.59,5.28,5.52,301100
AGYS,7-Aug-20,22.03,23.56,21.85,23.525,218200
AGZD,7-Aug-20,47.28,47.36,47.17,47.27,19900
AHCO,7-Aug-20,23,24.75,22.93,23.29,388100
AHPI,7-Aug-20,10.35,10.69,10.15,10.35,200700
AIA,7-Aug-20,71.02,71.2358,70.58,70.95,121100
AIH,7-Aug-20,4.55,4.73,4.4,4.4,40900
AIHS,7-Aug-20,0.525,0.525,0.505,0.5099,2161800
AIKI,7-Aug-20,1.16,1.2122,1.14,1.16,1531400
AIMC,7-Aug-20,35.92,37.45,35.92,37.39,176300
AIMT,7-Aug-20,13.78,13.86,13.54,13.77,583500
AINV,7-Aug-20,9.46,9.64,8.86,9.62,1283100
AIQ,7-Aug-20,22.83,22.97,22.38,22.56,31900
AIRG,7-Aug-20,14.6,14.96,13.1,13.35,225000
AIRR,7-Aug-20,26.27,26.9991,26.27,26.9991,3100
AIRTW,7-Aug-20,0.04,0.0499,0.04,0.04,21900
AKAM,7-Aug-20,109.31,109.69,107.96,109.22,1697700
AKBA,7-Aug-20,11.07,11.57,10.93,10.98,920900
AKCA,7-Aug-20,11.41,11.95,11.39,11.6,109400
AKER,7-Aug-20,5.5,6.0923,5.34,5.98,1391600
AKRO,7-Aug-20,35.9,36.62,35.08,35.16,177000
AKTS,7-Aug-20,7.83,8.0893,7.8071,7.94,323600
AKTX,7-Aug-20,1.9,1.94,1.85,1.91,318400
AKUS,7-Aug-20,20.48,21.75,20.02,20.56,104300
ALACR,7-Aug-20,0.21,0.21,0.21,0.21,3600
ALACW,7-Aug-20,0.1289,0.1289,0.08,0.0999,326300
ALBO,7-Aug-20,24.84,25.47,24.56,24.82,189700
ALCO,7-Aug-20,32.3,33,31.4063,32.42,14000
ALDX,7-Aug-20,6.7,7.36,6.7,7.13,566600
ALEC,7-Aug-20,15.08,15.89,14.5109,14.85,1186100
ALGN,7-Aug-20,301.1,309.1,299.99,305.81,818500
ALGT,7-Aug-20,117.5,120.79,116.55,118.16,140000
ALIM,7-Aug-20,6.94,6.94,6.13,6.31,84500
ALJJ,7-Aug-20,0.79,0.8,0.7,0.72,490600
ALKS,7-Aug-20,18.61,18.8,18.49,18.695,740200
ALLK,7-Aug-20,82.86,87.32,82.37,84.99,134000
ALLO,7-Aug-20,36.93,38,36.37,37.63,841100
ALLT,7-Aug-20,11.45,11.58,11.19,11.55,180300
ALNA,7-Aug-20,1.47,1.53,1.4,1.49,862600
ALNY,7-Aug-20,145.26,147.075,142.18,143.53,400500
ALOT,7-Aug-20,6.87,7.3,6.87,7.18,13100
ALPN,7-Aug-20,10.7,10.898,10.3688,10.59,41700
ALRM,7-Aug-20,60.63,60.87,59.45,60.25,583400
ALRN,7-Aug-20,1.48,1.54,1.42,1.45,786000
ALRS,7-Aug-20,19.5,20.45,19.25,20.23,72300
ALSK,7-Aug-20,2.3,2.3865,2.29,2.33,252700
ALT,7-Aug-20,26.1,28.19,26.1,27.38,1029700
ALTA,7-Aug-20,19.073,19.67,18.895,19.48,57500
ALTM,7-Aug-20,14.35,14.6877,13.51,13.75,32400
ALTR,7-Aug-20,42.51,44.34,40.29,41.03,490700
ALTY,7-Aug-20,10.93,11,10.91,11,13800
ALVR,7-Aug-20,32.69,37.37,32.16,34.51,549500
ALXN,7-Aug-20,103.6,104.16,102.31,103.28,1846400
ALXO,7-Aug-20,43.9,44.4999,41.5,44.19,67900
ALYA,7-Aug-20,1.64,1.7,1.64,1.6501,13400
AMAG,7-Aug-20,10.49,10.99,10.2,10.55,466600
AMAL,7-Aug-20,11.55,12.05,11.51,12.05,28600
AMAT,7-Aug-20,63.69,65.01,62.78,63.57,7124200
AMBA,7-Aug-20,46.25,46.94,45.65,46.34,256900
AMCI,7-Aug-20,10.26,10.3,10.25,10.2856,14600
AMCIW,7-Aug-20,0.38,0.38,0.23,0.35,842300
AMCX,7-Aug-20,23.71,23.83,23.12,23.595,935700
AMD,7-Aug-20,86.67,87.29,82.6702,84.85,66543100
AMED,7-Aug-20,236.3,239.49,235.26,237,162800
AMEH,7-Aug-20,17.2,17.5,17.11,17.17,72100
AMGN,7-Aug-20,243.58,243.62,238.57,240.69,1352300
AMKR,7-Aug-20,13.22,13.4,12.7928,13.02,1205900
AMNB,7-Aug-20,23.6599,24.25,22.829,24.25,18500
AMOT,7-Aug-20,41.29,42.75,41.05,42.75,26600
AMPH,7-Aug-20,20.07,20.44,19.52,20.14,258000
AMRB,7-Aug-20,9.8,9.97,9.76,9.76,12500
AMRH,7-Aug-20,1.85,1.9,1.81,1.85,186500
AMRHW,7-Aug-20,0.065,0.065,0.0522,0.06,5800
AMRK,7-Aug-20,26.39,26.5,24.87,25.37,43900
AMRN,7-Aug-20,7,7.37,6.935,7,7416100
AMRS,7-Aug-20,4.05,4.08,3.58,3.86,4163200
AMSC,7-Aug-20,11.38,11.98,11.25,11.51,469500
AMSF,7-Aug-20,64.73,67.86,64.73,67.75,131300
AMSWA,7-Aug-20,17.04,17.25,16.97,17.16,134600
AMTB,7-Aug-20,13.27,14.14,13.18,14.08,26500
AMTBB,7-Aug-20,9.9,9.9,9.9,9.9,300
AMTD,7-Aug-20,35.72,36.86,35.55,36.84,2633800
AMTI,7-Aug-20,21.01,21.955,20.93,21.26,179200
AMTX,7-Aug-20,1.89,2.18,1.85,1.97,1568600
AMWD,7-Aug-20,85.22,87.8,85.1,87.18,56000
AMYT,7-Aug-20,11.39,11.78,11.38,11.61,6900
AMZN,7-Aug-20,3224.01,3240.81,3140.673,3167.46,3936100
ANAB,7-Aug-20,17.59,18.65,17.19,18.46,212700
ANAT,7-Aug-20,71.71,74.98,71.71,74.75,23100
ANCN,7-Aug-20,1.06,1.09,1.02,1.08,50500
ANDA,7-Aug-20,10.19,10.23,10.18,10.18,36500
ANDAR,7-Aug-20,0.33,0.38,0.25,0.2731,263300
ANDAW,7-Aug-20,0.279,0.28,0.23,0.2798,78500
ANDE,7-Aug-20,16.85,17.38,16.5,17.11,229000
ANGI,7-Aug-20,15.75,16.085,15.405,15.71,1433800
ANGL,7-Aug-20,30.74,30.77,30.6,30.69,1101400
ANGO,7-Aug-20,9.05,9.55,9.05,9.43,235800
ANIK,7-Aug-20,33.7,35.2,33.7,34.47,117000
ANIP,7-Aug-20,29.22,30.6,29.035,30.37,73400
ANIX,7-Aug-20,2.82,2.87,2.77,2.8,61600
ANNX,7-Aug-20,21.17,26.9,20,21.74,398100
ANPC,7-Aug-20,9.65,10.6,6.8,7.6,15553600
ANSS,7-Aug-20,313.85,318,308.75,312.37,326000
ANTE,7-Aug-20,0.99,0.99,0.89,0.965,124600
ANY,7-Aug-20,3.07,3.1,2.95,3.01,126800
AOSL,7-Aug-20,11.22,11.71,11.17,11.55,78600
APA,7-Aug-20,15.47,15.6783,15.12,15.54,6973200
APDN,7-Aug-20,9.84,10.24,9.61,10,646100
APEI,7-Aug-20,29.62,30.68,29.62,30.44,65900
APEN,7-Aug-20,1.58,1.5979,1.45,1.5,22800
APEX,7-Aug-20,0.66,0.67,0.6448,0.6548,173200
APHA,7-Aug-20,4.64,4.64,4.38,4.47,8439600
API,7-Aug-20,39.08,39.31,36.65,38,1013500
APLS,7-Aug-20,27.11,27.58,26.71,27.1,433900
APLT,7-Aug-20,26.21,27.42,24.85,27.12,252100
APM,7-Aug-20,3.6,3.63,3.46,3.54,69700
APOG,7-Aug-20,22.44,23.4,22.35,23.395,143600
APOP,7-Aug-20,3.35,3.35,3.21,3.3,82700
APOPW,7-Aug-20,0.087,0.087,0.087,0.087,1300
APPF,7-Aug-20,168.33,168.33,156.7,158.98,108100
APPN,7-Aug-20,54.89,59.64,51.42,53.96,1915000
APPS,7-Aug-20,21.91,24.42,21.655,22.585,10798800
APRE,7-Aug-20,29.55,30.15,29.53,30.1,42100
APTO,7-Aug-20,5.1,5.12,4.91,4.97,1268600
APTX,7-Aug-20,3.93,4.1,3.93,3.95,172600
APVO,7-Aug-20,8.2,8.55,8.1,8.45,72500
APWC,7-Aug-20,1.1301,1.18,1.1201,1.17,39700
APXT,7-Aug-20,10.38,10.38,10.13,10.18,10200
APXTW,7-Aug-20,1.35,1.42,1.35,1.4,15500
APYX,7-Aug-20,4.94,5.02,4.85,5,46800
AQB,7-Aug-20,2.41,2.54,2.395,2.51,3496000
AQMS,7-Aug-20,1.09,1.1,1.01,1.04,290800
AQST,7-Aug-20,6.03,6.33,6.013,6.29,744500
ARAV,7-Aug-20,5.58,6.24,5.43,6.03,470300
ARAY,7-Aug-20,2.55,2.62,2.5,2.61,353100
ARCB,7-Aug-20,29.85,31.39,29.77,31.38,147300
ARCC,7-Aug-20,14.55,14.94,14.5,14.87,2577600
ARCE,7-Aug-20,45.82,48.94,45.72,48.78,449600
ARCT,7-Aug-20,56.03,61.97,55.88,57.51,1077000
ARDS,7-Aug-20,7.15,7.99,7.1499,7.23,17100
ARDX,7-Aug-20,5.6,5.865,5.5308,5.78,321200
AREC,7-Aug-20,1.28,1.31,1.25,1.27,21000
ARGX,7-Aug-20,230.31,234.5,228.77,230.76,127100
ARKR,7-Aug-20,9.6,9.82,9.3601,9.55,17000
ARLP,7-Aug-20,3.25,3.26,3.16,3.21,253800
ARNA,7-Aug-20,64.75,66.22,62.7,63.27,428900
AROW,7-Aug-20,27.55,29.04,27.55,29.04,29000
ARPO,7-Aug-20,1.37,1.71,1.315,1.59,7671000
ARQT,7-Aug-20,24.29,24.59,24.02,24.22,119900
ARTL,7-Aug-20,1.33,1.33,1.14,1.2499,1185300
ARTNA,7-Aug-20,35.26,37.67,35.26,37.56,43000
ARTW,7-Aug-20,2.55,2.55,2.4,2.48,17100
ARVN,7-Aug-20,29.74,29.74,28.24,28.72,272600
ARWR,7-Aug-20,41.5,42,39.56,40.23,921800
ARYA,7-Aug-20,10.5,10.97,10.3,10.44,730200
ARYB,7-Aug-20,10.6188,11.14,10.6188,10.63,900
ARYBU,7-Aug-20,11.31,11.4586,11.1,11.2,34400
ASET,7-Aug-20,26.99,27.07,26.96,26.96,6300
ASFI,7-Aug-20,12.97,12.97,12.97,12.97,1000
ASLN,7-Aug-20,1.62,1.65,1.62,1.64,48000
ASMB,7-Aug-20,22.11,22.61,21.32,21.85,230000
ASML,7-Aug-20,370.74,371.17,362.3284,366.07,572500
ASND,7-Aug-20,146.31,147.32,144.52,145.97,94200
ASPS,7-Aug-20,9.83,10.27,9.21,9.28,243000
ASPU,7-Aug-20,10.59,11.06,10.45,11,262600
ASRT,7-Aug-20,0.84,0.8729,0.7,0.7836,3874000
ASRV,7-Aug-20,2.93,2.93,2.88,2.92,1900
ASRVP,7-Aug-20,28.0301,28.0301,28.0301,28.0301,300
ASTC,7-Aug-20,2.95,3.27,2.9418,3.17,331500
ASTE,7-Aug-20,50.37,51.69,50,51.29,134700
ASUR,7-Aug-20,7.4,7.5,7.22,7.31,154100
ASYS,7-Aug-20,5,5.09,4.885,4.93,21700
ATAX,7-Aug-20,4.27,4.4707,4.21,4.43,156700
ATCX,7-Aug-20,8.9192,9.29,8.905,9.0536,5800
ATCXW,7-Aug-20,0.495,0.52,0.495,0.5,14600
ATEC,7-Aug-20,6.05,6.94,5.82,6.76,1333600
ATEX,7-Aug-20,44.42,46.8,44.15,45.35,109200
ATHE,7-Aug-20,2.24,2.96,2.21,2.54,2961300
ATHX,7-Aug-20,2.64,2.68,2.55,2.62,1737000
ATIF,7-Aug-20,1.63,1.64,1.58,1.59,153900
ATLC,7-Aug-20,7.93,7.93,7.7511,7.9,6900
ATLO,7-Aug-20,19,19.79,18.865,19.74,6000
ATNI,7-Aug-20,56.7,59.43,56.7,58.88,23800
ATNX,7-Aug-20,10.88,11.1,10.8,11.01,699400
ATOM,7-Aug-20,12.51,12.55,11.26,11.84,1045400
ATOS,7-Aug-20,3.88,3.8899,3.75,3.83,321500
ATRA,7-Aug-20,12.5,13.04,12.35,12.73,492700
ATRC,7-Aug-20,41.9,43.28,41.81,42.53,285000
ATRI,7-Aug-20,658,661,630.56,645.91,5000
ATRO,7-Aug-20,9.99,10.74,9.99,10.69,304700
ATRS,7-Aug-20,2.87,3.17,2.86,3.11,1845900
ATSG,7-Aug-20,25.28,26.23,25.12,26.18,531200
ATVI,7-Aug-20,84.43,85.4,80.99,82.47,9181800
ATXI,7-Aug-20,10.075,10.34,10.0499,10.28,28100
AUB,7-Aug-20,22.63,24.36,22.593,24.34,317700
AUBAP,7-Aug-20,25.66,25.93,25.657,25.87,62600
AUBN,7-Aug-20,46,46,45,45,1200
AUDC,7-Aug-20,35.89,37.12,35.89,36.1,373800
AUPH,7-Aug-20,14.28,14.814,14.23,14.67,1112900
AUTL,7-Aug-20,16.13,16.21,15.085,15.66,342500
AUTO,7-Aug-20,1.79,1.85,1.69,1.75,107800
AVAV,7-Aug-20,81.7,84,80.26,81.05,159700
AVCO,7-Aug-20,1.64,1.64,1.56,1.6,196900
AVCT,7-Aug-20,7.98,8.45,7.62,7.84,2071700
AVCTW,7-Aug-20,0.73,0.83,0.6501,0.68,511100
AVDL,7-Aug-20,8.5,8.52,8.23,8.36,407700
AVEO,7-Aug-20,4.56,4.62,4.44,4.6,199800
AVGO,7-Aug-20,328.39,329.73,321.48,325.93,1419300
AVGOP,7-Aug-20,1158.26,1158.26,1155.17,1155.17,2000
AVGR,7-Aug-20,0.541,0.5441,0.5,0.5347,13600200
AVID,7-Aug-20,9.02,9.15,8.82,8.94,347900
AVNW,7-Aug-20,20.87,20.87,20.47,20.71,6500
AVRO,7-Aug-20,16.85,17.42,16.3,16.5,128600
AVT,7-Aug-20,30.09,30.09,28.6,29.22,1059100
AVXL,7-Aug-20,4.19,4.31,3.865,4.2,1067100
AWH,7-Aug-20,4.36,4.56,4.325,4.44,444200
AWRE,7-Aug-20,2.88,2.9664,2.82,2.85,13100
AXAS,7-Aug-20,0.1985,0.205,0.1981,0.202,2197100
AXDX,7-Aug-20,17.82,17.82,15.24,15.5,410800
AXGN,7-Aug-20,12.03,12.38,11.98,12.22,291300
AXGT,7-Aug-20,2.98,3.04,2.98,3.02,195900
AXLA,7-Aug-20,5.22,5.2357,5.02,5.155,131600
AXNX,7-Aug-20,45,46.15,41.44,44.07,721600
AXSM,7-Aug-20,78.26,80.29,76.17,78.07,395600
AXTI,7-Aug-20,5.07,5.14,4.955,5,246400
AY,7-Aug-20,29.9,30.2,29.8477,30.03,624600
AYLA,7-Aug-20,12.99,12.99,12.51,12.65,6200
AYRO,7-Aug-20,4.27,4.44,4.03,4.17,1856100
AYTU,7-Aug-20,1.38,1.42,1.37,1.38,3064700
AZPN,7-Aug-20,101.43,102.85,101.16,102.84,288300
AZRX,7-Aug-20,1.11,1.19,1.0955,1.17,386100
BAND,7-Aug-20,151.3,152.99,144.48,147.25,338100
BANF,7-Aug-20,42.64,44.95,42.58,44.84,114100
BANR,7-Aug-20,35.49,37.28,35.28,37.28,139700
BANX,7-Aug-20,16.92,17.95,16.92,17.66,29700
BASI,7-Aug-20,5.01,5.23,5.01,5.19,25300
BATRA,7-Aug-20,19.34,19.63,19.21,19.54,38000
BATRK,7-Aug-20,19.16,19.39,18.91,19.3,110000
BBBY,7-Aug-20,11.96,12.21,11.69,12.11,9579400
BBCP,7-Aug-20,3.94,4.2,3.94,4.18,63300
BBGI,7-Aug-20,1.81,1.82,1.74,1.79,98200
BBH,7-Aug-20,164.55,164.84,162.56,164.12,27400
BBI,7-Aug-20,0.903,0.91,0.85,0.894,853400
BBIO,7-Aug-20,27.92,28.785,27.88,28.38,228000
BBQ,7-Aug-20,3.21,3.21,3.1259,3.19,9900
BBSI,7-Aug-20,57.86,58.89,57.45,57.97,78700
BCBP,7-Aug-20,8.21,8.65,8.1984,8.63,28200
BCDA,7-Aug-20,2.74,2.75,2.53,2.67,161300
BCDAW,7-Aug-20,0.7396,0.7396,0.7315,0.7315,300
BCEL,7-Aug-20,13.6,13.72,13.1,13.34,204600
BCLI,7-Aug-20,12.5,13.1008,12.47,12.79,476200
BCML,7-Aug-20,10.37,10.82,10.28,10.56,10800
BCOM,7-Aug-20,2.1,2.2,2.1,2.16,900
BCOR,7-Aug-20,10.28,10.84,10.11,10.77,399800
BCOV,7-Aug-20,10.79,10.97,10.57,10.76,344200
BCOW,7-Aug-20,8.47,8.4701,8.47,8.4701,600
BCPC,7-Aug-20,100.83,103.65,100.83,103.46,90100
BCRX,7-Aug-20,4,4.03,3.81,3.97,6472400
BCTF,7-Aug-20,9.87,9.87,9.5001,9.6778,2500
BCYC,7-Aug-20,15.81,16.31,15.69,15.79,8100
BDGE,7-Aug-20,19.66,21.27,19.66,21.27,171200
BDSI,7-Aug-20,4.5,4.5,4.315,4.49,867400
BDTX,7-Aug-20,30,31.21,29.665,30.25,114200
BEAM,7-Aug-20,24.98,24.99,23.08,23.47,799200
BEAT,7-Aug-20,42.06,43.86,42.06,43.51,281800
BECN,7-Aug-20,30.76,32.655,29.881,31.88,1148100
BELFA,7-Aug-20,11.91,12.88,11.25,12.88,1900
BELFB,7-Aug-20,12.45,13.17,12.35,12.99,29500
BFC,7-Aug-20,63.65,63.95,62.9,63.95,6900
BFIN,7-Aug-20,7.61,7.94,7.5536,7.94,26700
BFIT,7-Aug-20,20.645,20.6899,20.6399,20.6856,700
BFRA,7-Aug-20,16.78,16.78,12.5212,14.52,126400
BFST,7-Aug-20,13.81,14.89,13.7602,14.87,66900
BFYT,7-Aug-20,31.1,31.1,30.98,31.01,157200
BGCP,7-Aug-20,2.81,2.895,2.78,2.885,5002300
BGFV,7-Aug-20,6.3,8.47,6.3,7.81,9075800
BGNE,7-Aug-20,218.44,226.56,218.44,220.5,203600
BGRN,7-Aug-20,55.66,55.73,55.6,55.6109,9200
BHAT,7-Aug-20,1.29,1.29,1.25,1.265,401900
BHF,7-Aug-20,26.52,30.73,26.51,30.73,1845900
BHFAL,7-Aug-20,26.76,26.91,26.61,26.91,9000
BHFAO,7-Aug-20,26,26.24,25.91,26.14,35000
BHFAP,7-Aug-20,26.55,26.67,26.32,26.42,24800
BHTG,7-Aug-20,1.73,1.75,1.65,1.75,277700
BIB,7-Aug-20,71.57,72.28,70.27,71.52,104000
BICK,7-Aug-20,29.57,29.58,29.34,29.43,5500
BIDU,7-Aug-20,122.5,125.09,121.0778,125,3163300
BIGC,7-Aug-20,95.6,98.975,78.21,79,3357400
BIIB,7-Aug-20,311.14,312,299.285,305.71,4454600
BILI,7-Aug-20,42.71,43.2,40.77,41.61,7229900
BIMI,7-Aug-20,2.16,2.19,2.1,2.17,217700
BIOC,7-Aug-20,1.09,1.1,1,1.01,27276700
BIOL,7-Aug-20,0.4273,0.43,0.4177,0.424,4075100
BIS,7-Aug-20,7.92,8.09,7.861,7.9479,225300
BJK,7-Aug-20,35.84,36.08,35.61,35.91,11100
BJRI,7-Aug-20,21.44,22.63,21.145,22.59,311000
BKCC,7-Aug-20,2.82,2.845,2.76,2.79,386100
BKEP,7-Aug-20,1.44,1.44,1.4,1.43,66900
BKEPP,7-Aug-20,5.75,5.75,5.7283,5.7283,1400
BKNG,7-Aug-20,1813.4,1821.45,1742,1754.48,566000
BKSC,7-Aug-20,16.65,16.78,16.342,16.78,6000
BKYI,7-Aug-20,0.74,0.75,0.73,0.746,6541800
BL,7-Aug-20,89,89.81,78.5102,79.26,1565200
BLBD,7-Aug-20,12.91,13.3,12.91,13.25,132000
BLCM,7-Aug-20,7.5,7.66,6.87,7.06,52100
BLCN,7-Aug-20,35.11,35.98,34.8688,35.42,67200
BLCT,7-Aug-20,14.8,15.4,14.19,15.04,210500
BLDP,7-Aug-20,14.89,15.81,14.64,14.745,5741600
BLDR,7-Aug-20,26.33,26.96,26.33,26.92,918800
BLFS,7-Aug-20,20.59,21.57,20.2869,21.02,298900
BLI,7-Aug-20,64.67,65.2,57.31,57.55,258000
BLIN,7-Aug-20,2.86,3.15,2.7555,2.87,737500
BLKB,7-Aug-20,65.35,66.99,65.01,66.88,298000
BLMN,7-Aug-20,11.5,12.03,11.44,11.99,2284300
BLNK,7-Aug-20,12.05,12.26,11.35,11.85,2666200
BLNKW,7-Aug-20,7.98,7.98,7.38,7.7,38700
BLPH,7-Aug-20,12.01,12.22,11.76,12.15,97800
BLRX,7-Aug-20,1.97,2.17,1.91,2.15,580100
BLU,7-Aug-20,2.65,2.76,2.6,2.74,1738800
BLUE,7-Aug-20,63.84,64.64,62.61,63.48,533900
BMCH,7-Aug-20,29.75,30.76,29.75,30.48,347500
BMLP,7-Aug-20,32.46,32.46,30.84,31.93,22800
BMRA,7-Aug-20,8.87,9.03,8.63,8.81,257300
BMRC,7-Aug-20,31.7,33.74,31.7,33.64,36100
BMRN,7-Aug-20,119.84,120.75,117.81,118.67,754300
BMTC,7-Aug-20,26.75,28.19,26.54,28.19,79200
BND,7-Aug-20,89.55,89.59,89.35,89.38,3764500
BNDW,7-Aug-20,82.44,82.46,82.31,82.32,25900
BNDX,7-Aug-20,58.24,58.24,58.15,58.15,1564400
BNFT,7-Aug-20,12.39,12.78,12.111,12.695,361200
BNGO,7-Aug-20,0.9659,1.01,0.8338,0.8638,73658400
BNGOW,7-Aug-20,0.45,0.45,0.2403,0.3078,128000
BNR,7-Aug-20,24.06,24.06,23,23.13,69700
BNSO,7-Aug-20,2.87,3,2.7299,2.89,19900
BNTC,7-Aug-20,7.801,8,7.7963,7.85,8300
BNTX,7-Aug-20,77.09,78.54,74.03,77,3038200
BOCH,7-Aug-20,7.71,7.99,7.71,7.98,17900
BOKF,7-Aug-20,56.57,59.43,56.28,59.35,167400
BOKFL,7-Aug-20,25.9015,25.9219,25.9,25.9219,1800
BOMN,7-Aug-20,16.5,16.5,15.97,16.15,62500
BOOM,7-Aug-20,31.77,32.43,31.44,32.35,67200
BOSC,7-Aug-20,2.84,2.86,2.63,2.81,6300
BOTJ,7-Aug-20,10.5,10.6,10.31,10.31,1400
BOTZ,7-Aug-20,26.26,26.36,26.06,26.27,604700
BOWXU,7-Aug-20,10.08,10.1,10.06,10.1,169900
BOXL,7-Aug-20,2.12,2.12,1.93,2.07,4336500
BPFH,7-Aug-20,5.88,6.18,5.81,6.17,259200
BPMC,7-Aug-20,74.28,76.16,74,74.45,205600
BPOP,7-Aug-20,35.87,37.06,35.51,37.05,671200
BPOPM,7-Aug-20,25.25,25.3,25.25,25.3,800
BPOPN,7-Aug-20,25.66,25.9,25.454,25.454,800
BPRN,7-Aug-20,18.47,19,18.47,18.6,4100
BPTH,7-Aug-20,5.02,5.11,4.92,4.965,29200
BPY,7-Aug-20,11.48,11.75,11.34,11.75,1415100
BPYPN,7-Aug-20,17.99,17.99,17.55,17.63,7700
BPYPO,7-Aug-20,19.185,19.3457,19.15,19.275,15000
BPYPP,7-Aug-20,19.95,20.1101,19.74,19.95,14200
BPYU,7-Aug-20,11.63,11.92,11.61,11.84,593400
BPYUP,7-Aug-20,16.3,16.4,16.18,16.21,49600
BREW,7-Aug-20,14.9,14.99,14.76,14.92,137300
BRID,7-Aug-20,16.25,17,16.25,17,2100
BRKL,7-Aug-20,9.56,10.26,9.51,10.24,350700
BRKR,7-Aug-20,43.23,44.17,43.23,44.13,417500
BRKS,7-Aug-20,56.75,57.5571,55.38,56.31,388500
BRLI,7-Aug-20,9.8,9.81,9.77,9.8,18300
BRLIR,7-Aug-20,0.1301,0.1501,0.1301,0.1501,71500
BRLIU,7-Aug-20,10.04,10.04,10,10,20600
BRLIW,7-Aug-20,0.17,0.17,0.12,0.12,11500
BROGW,7-Aug-20,0.55,0.55,0.5,0.5,126300
BRP,7-Aug-20,17.57,19.88,17.415,19.23,588100
BRPA,7-Aug-20,10.7102,10.7102,10.62,10.62,32100
BRPAW,7-Aug-20,0.22,0.25,0.22,0.23,21100
BRQS,7-Aug-20,0.98,0.98,0.965,0.9701,102600
BRY,7-Aug-20,4.53,4.6,4.44,4.57,235200
BSAE,7-Aug-20,25.47,25.47,25.4517,25.46,900
BSBE,7-Aug-20,25.9,25.9,25.845,25.845,100
BSBK,7-Aug-20,7.69,8,7.69,8,8600
BSCE,7-Aug-20,26.12,26.12,26.05,26.05,500
BSCK,7-Aug-20,21.25,21.26,21.24,21.25,255700
BSCL,7-Aug-20,21.39,21.4,21.38,21.4,396000
BSCM,7-Aug-20,21.9,21.91,21.89,21.91,262800
BSCN,7-Aug-20,21.9,21.91,21.9,21.9,155200
BSCO,7-Aug-20,22.34,22.35,22.34,22.35,114100
BSCP,7-Aug-20,22.54,22.55,22.53,22.535,93700
BSCQ,7-Aug-20,21.91,21.92,21.9,21.905,85800
BSCR,7-Aug-20,22.29,22.31,22.2543,22.27,53100
BSCS,7-Aug-20,23.568,23.568,23.47,23.47,24900
BSCT,7-Aug-20,21.87,21.88,21.795,21.795,21600
BSDE,7-Aug-20,26.04,26.04,25.92,25.93,500
BSET,7-Aug-20,8.88,9,8.7,8.98,21600
BSGM,7-Aug-20,7.59,7.6,6.83,7.43,636700
BSJK,7-Aug-20,23.39,23.4,23.38,23.4,92100
BSJL,7-Aug-20,23.12,23.15,23.12,23.14,129100
BSJM,7-Aug-20,23.07,23.1,23.05,23.055,113200
BSJN,7-Aug-20,24.86,24.915,24.83,24.85,108100
BSJO,7-Aug-20,24.34,24.37,24.325,24.37,44400
BSJP,7-Aug-20,23.75,23.83,23.75,23.82,35500
BSJQ,7-Aug-20,25.01,25.06,24.97,25.05,11400
BSJR,7-Aug-20,24.945,24.945,24.8643,24.895,2100
BSML,7-Aug-20,25.335,25.335,25.335,25.335,100
BSMM,7-Aug-20,25.47,25.4792,25.415,25.415,1500
BSMN,7-Aug-20,25.6999,25.6999,25.625,25.625,1100
BSMO,7-Aug-20,25.74,25.76,25.7038,25.705,10400
BSMP,7-Aug-20,25.97,25.977,25.905,25.905,1200
BSMQ,7-Aug-20,25.81,25.82,25.75,25.75,1900
BSQR,7-Aug-20,1.45,1.51,1.42,1.51,30700
BSRR,7-Aug-20,17.79,18.89,17.3801,18.84,25200
BSTC,7-Aug-20,64.0465,66.1,64.0465,65.53,21000
BSVN,7-Aug-20,10.1,10.86,10.1,10.86,5900
BTAI,7-Aug-20,45.2,49.25,44.51,48.61,829800
BTEC,7-Aug-20,46.07,46.3645,45.8059,45.8059,3300
BUG,7-Aug-20,22.41,22.46,21.945,22.1059,24600
BUSE,7-Aug-20,17.3,18.22,17.26,18.18,179400
BVXV,7-Aug-20,41.34,41.39,38.0922,39.43,70200
BWAY,7-Aug-20,6,6.35,6,6.16,7600
BWB,7-Aug-20,9.53,10.04,9.4624,10,28700
BWEN,7-Aug-20,4.27,4.5,4.1533,4.39,263900
BWFG,7-Aug-20,15.3,16.06,15.3,15.42,6600
BWMX,7-Aug-20,13.31,14.98,13.01,14.98,36800
BXRX,7-Aug-20,3.51,3.6099,3.39,3.44,248700
BYFC,7-Aug-20,1.86,2.09,1.83,1.86,2015200
BYND,7-Aug-20,132.33,135.98,130.5,131.51,3478600
BYSI,7-Aug-20,11.59,11.79,11.2908,11.49,51700
BZUN,7-Aug-20,40.41,41.89,40.3,41.58,701300
CAAS,7-Aug-20,2.65,2.7,2.64,2.69,51000
CABA,7-Aug-20,12.55,13.11,12.09,12.52,115300
