Symbol,Date,Open,High,Low,Close,Volume
DYNT,7-Aug-20,0.9089,0.919,0.903,0.9098,156300
DZSI,7-Aug-20,10.25,10.8899,10.2399,10.75,94200
EA,7-Aug-20,146.43,146.84,142.316,143.99,1514800
EARS,7-Aug-20,1.03,1.08,1,1.08,364800
EAST,7-Aug-20,1.17,1.2,1.17,1.2,85100
EBAY,7-Aug-20,55.34,55.915,54.775,55.21,6369400
EBAYL,7-Aug-20,25.85,25.85,25.75,25.8,35000
EBIX,7-Aug-20,26,27.72,25.51,26.23,654200
EBIZ,7-Aug-20,28.04,28.4089,27.7,28,120800
EBMT,7-Aug-20,16.49,16.9,16.3906,16.78,16400
EBON,7-Aug-20,4.84,4.89,4.62,4.82,222100
EBSB,7-Aug-20,11.52,12.21,11.52,12.21,104100
EBTC,7-Aug-20,22.52,22.72,22.245,22.27,26700
ECHO,7-Aug-20,25.6,26.64,25.6,26.45,118000
ECOL,7-Aug-20,35.91,38.26,35.26,37.72,221600
ECOLW,7-Aug-20,6.4,6.84,6.34,6.84,3400
ECOR,7-Aug-20,2.2,2.26,2.14,2.24,968600
ECPG,7-Aug-20,46.02,46.18,42.52,42.98,816400
EDAP,7-Aug-20,3.15,3.34,3.1,3.28,66900
EDIT,7-Aug-20,35,36.24,33.41,34.71,2141400
EDNT,7-Aug-20,3.3,3.6,3.2801,3.45,223100
EDOC,7-Aug-20,16.08,16.2,15.83,15.96,602500
EDRY,7-Aug-20,3.9,4.95,3.71,4.05,123100
EDSA,7-Aug-20,7.44,8.03,7.08,7.97,392900
EDTK,7-Aug-20,4.06,4.2,3.97,4.2,60700
EDUC,7-Aug-20,14.9,19.76,14.635,15.99,308500
EDUT,7-Aug-20,17.18,17.18,16,16.2101,134000
EEFT,7-Aug-20,100.26,101.18,99,100.67,345300
EEMA,7-Aug-20,74.63,74.71,73.91,74.16,16100
EFAS,7-Aug-20,12.43,12.5105,12.3,12.5105,5300
EFOI,7-Aug-20,5.99,6.64,5.98,6.6,130600
EFSC,7-Aug-20,29.98,31.5,29.79,31.46,134800
EGAN,7-Aug-20,10.73,11,10.61,10.79,172700
EGBN,7-Aug-20,29.67,31.42,29.57,31.41,107400
EGLE,7-Aug-20,2.35,2.45,2.27,2.42,193600
EGOV,7-Aug-20,21.95,22.48,21.79,22.465,302400
EGRX,7-Aug-20,47.71,48.13,46.575,47,266900
EH,7-Aug-20,9.3,9.5,9.05,9.21,61800
EHTH,7-Aug-20,78.1,79.59,76.25,79.46,1737900
EIDX,7-Aug-20,41.01,41.59,40.11,41.26,51600
EIGI,7-Aug-20,5.97,5.97,5.58,5.64,621500
EIGR,7-Aug-20,10.85,11.99,10.63,11.81,280000
EKSO,7-Aug-20,6.4,6.5,6.26,6.26,93900
ELOX,7-Aug-20,3.05,3.1,2.97,3.01,39400
ELSE,7-Aug-20,4.15,4.265,3.6701,3.76,74100
ELTK,7-Aug-20,4.66,4.66,4.42,4.46,19200
EMB,7-Aug-20,114.39,114.43,114.04,114.17,1806300
EMCB,7-Aug-20,74.52,74.52,74.41,74.41,500
EMCF,7-Aug-20,20.49,20.49,20.49,20.49,300
EMIF,7-Aug-20,21.21,21.219,21.07,21.105,3500
EMKR,7-Aug-20,3.58,3.6125,3.51,3.55,57000
EML,7-Aug-20,18.28,19.495,18.18,19.4,22900
EMXC,7-Aug-20,46.67,46.83,46.62,46.6736,10900
ENDP,7-Aug-20,3.55,3.55,3.34,3.39,4621900
ENG,7-Aug-20,1,1.04,0.98,1.02,583500
ENLV,7-Aug-20,5.33,5.51,5.17,5.25,40500
ENOB,7-Aug-20,4.41,4.63,4.3,4.55,154800
ENPH,7-Aug-20,72.3,75.83,71.11,72.84,3723300
ENSG,7-Aug-20,56.53,58.34,56.2,57.01,368700
ENTA,7-Aug-20,46.25,47.35,46.07,47.16,117200
ENTG,7-Aug-20,72.69,73.21,69.35,70.26,1063200
ENTX,7-Aug-20,1.73,1.73,1.64,1.69,130100
ENZL,7-Aug-20,58.47,58.88,58.222,58.74,214100
EOLS,7-Aug-20,3.46,3.54,3.31,3.51,333800
EPAY,7-Aug-20,54.55,54.8,46.44,51.36,566400
EPIX,7-Aug-20,6.77,6.86,6.58,6.83,35000
EPSN,7-Aug-20,3.43,3.43,3.15,3.36,2000
EPZM,7-Aug-20,12.78,13.01,12.5,12.87,712100
EQ,7-Aug-20,9.75,9.8603,9.36,9.48,180500
EQBK,7-Aug-20,14.88,15.3,14.69,15.3,34800
EQIX,7-Aug-20,791.69,798.4781,788.44,791.7,224800
EQRR,7-Aug-20,30.55,31.15,30.55,31.15,200
ERESU,7-Aug-20,9.99,10.01,9.98,9.9928,17100
ERIC,7-Aug-20,11.61,11.7,11.56,11.63,5947200
ERIE,7-Aug-20,215.76,218.37,215.51,217.2,40800
ERII,7-Aug-20,7.67,7.94,7.65,7.94,216600
ESCA,7-Aug-20,17.4,18.14,17.2,17.55,55000
ESEA,7-Aug-20,2.6,2.72,2.54,2.72,106900
ESGD,7-Aug-20,63.14,63.47,63.0498,63.46,353000
ESGE,7-Aug-20,35.55,35.6896,35.33,35.53,366700
ESGR,7-Aug-20,168,176.1143,167.72,174.79,31900
ESGRO,7-Aug-20,25.81,26.0037,25.8,26.0037,15100
ESGRP,7-Aug-20,25.65,25.96,25.61,25.9,26000
ESGU,7-Aug-20,75.59,75.9767,75.38,75.95,416500
ESLT,7-Aug-20,136.32,137.44,135.3,136.25,25100
ESPO,7-Aug-20,59.95,60.0683,58.62,59.12,795500
ESPR,7-Aug-20,38.49,39.11,37.94,38,645600
ESQ,7-Aug-20,16.1342,16.75,16.004,16.63,15100
ESSA,7-Aug-20,12.77,13.4,12.77,13.39,7100
ESSC,7-Aug-20,9.9,9.9,9.85,9.9,5800
ESSCR,7-Aug-20,0.1801,0.19,0.1801,0.1801,7400
ESSCU,7-Aug-20,10.17,10.19,10.1,10.1,2300
ESSCW,7-Aug-20,0.18,0.19,0.16,0.18,96700
ESTA,7-Aug-20,17.47,19.1,16.775,18.8,65200
ESXB,7-Aug-20,5.07,5.24,5.01,5.23,32800
ETACU,7-Aug-20,9.99,10.02,9.99,10,1221000
ETFC,7-Aug-20,51.09,52.52,50.94,52.41,1158900
ETNB,7-Aug-20,30.23,33.36,30.23,31.25,53600
ETON,7-Aug-20,6.75,6.75,6.35,6.64,196700
ETSY,7-Aug-20,131.44,137.78,131,135.06,5898500
ETTX,7-Aug-20,2.82,2.925,2.8,2.87,51600
EUFN,7-Aug-20,14.67,14.9,14.67,14.9,605300
EVBG,7-Aug-20,139.18,143.91,131.3,131.77,1161400
EVER,7-Aug-20,39.6,43.03,39.6,42.81,899700
EVFM,7-Aug-20,2.92,2.94,2.8,2.93,2922500
EVGN,7-Aug-20,1.18,1.235,1.18,1.22,80800
EVK,7-Aug-20,1.25,1.25,1.11,1.16,29600
EVLO,7-Aug-20,4.14,4.35,4.091,4.25,47100
EVOK,7-Aug-20,4.11,4.2,4.035,4.2,240900
EVOL,7-Aug-20,1.17,1.19,1.12,1.18,36600
EVOP,7-Aug-20,25.69,26.22,25.265,25.98,405600
EVSI,7-Aug-20,13.41,14.0999,12.13,12.71,359800
EVSIW,7-Aug-20,8.2,8.2,6.9,7.34,27400
EWBC,7-Aug-20,35.64,36.98,35.29,36.89,821000
EWJE,7-Aug-20,32.71,32.775,32.71,32.775,100
EWJV,7-Aug-20,22.13,22.1373,22.1,22.13,1400
EWZS,7-Aug-20,13.81,13.852,13.642,13.79,7200
EXAS,7-Aug-20,90,90.32,85.17,86.69,1545600
EXC,7-Aug-20,37.9,39.055,37.74,38.93,6261900
EXEL,7-Aug-20,23.15,23.18,22.25,22.36,2725800
EXFO,7-Aug-20,3.9,3.97,3.9,3.97,13000
EXLS,7-Aug-20,66.12,67.85,65.99,67.65,122900
EXPC,7-Aug-20,10.1,10.1001,10.1,10.1,13300
EXPD,7-Aug-20,84.69,85.705,84.5,85.45,1169300
EXPE,7-Aug-20,83.48,84.05,80.89,82.56,3199700
EXPI,7-Aug-20,27.18,29.76,27,29.12,1185800
EXPO,7-Aug-20,82.44,83.4899,81.85,82.47,205600
EXTR,7-Aug-20,4.92,5.03,4.815,4.99,957900
EYE,7-Aug-20,33.77,34.02,32.57,33.3,1554400
EYEG,7-Aug-20,3.9,4.47,3.81,4.16,86400
EYEN,7-Aug-20,3.5,3.62,3.3,3.4,186900
EYES,7-Aug-20,0.9,0.906,0.8697,0.8907,273000
EYPT,7-Aug-20,0.67,0.7198,0.651,0.7,853800
EZPW,7-Aug-20,5.92,6.02,5.85,5.98,353700
FAAR,7-Aug-20,27.19,27.3577,27.1459,27.1651,4100
FAB,7-Aug-20,47.54,48.8309,47.54,48.8309,1400
FAD,7-Aug-20,85.2,85.4999,85.2,85.345,1200
FALN,7-Aug-20,27.97,27.97,27.8677,27.96,34400
FAMI,7-Aug-20,0.71,0.74,0.6898,0.7262,848000
FANG,7-Aug-20,40.29,42.2,39.9,42.01,1584200
FANH,7-Aug-20,21.29,21.54,20.9,21,89600
FARM,7-Aug-20,5.46,6.19,5.411,6.1,206300
FARO,7-Aug-20,58.81,60.81,58.81,60.66,106200
FAST,7-Aug-20,47.89,48.51,47.65,48.45,2655600
FAT,7-Aug-20,3.5,3.535,3.1586,3.24,11500
FATBP,7-Aug-20,14.99,15.75,14.99,15.75,2700
FATE,7-Aug-20,33.57,34.6508,33.2,33.83,507700
FB,7-Aug-20,264.08,278.89,263.43,268.44,72766300
FBIO,7-Aug-20,2.97,3.07,2.91,3.05,524700
FBIOP,7-Aug-20,18.47,18.47,18.415,18.45,2100
FBIZ,7-Aug-20,16.25,16.31,15.5,15.91,15700
FBMS,7-Aug-20,21.01,22.25,20.89,22.25,77600
FBNC,7-Aug-20,20.62,21.84,20.45,21.84,147500
FBRX,7-Aug-20,18.85,20.63,18.6,20.44,37000
FBSS,7-Aug-20,14.14,14.15,14.14,14.14,1100
FCA,7-Aug-20,27.47,27.47,27.13,27.21,3200
FCAL,7-Aug-20,53.37,53.49,53.27,53.46,6700
FCAN,7-Aug-20,22.26,22.26,22.1081,22.1081,300
FCAP,7-Aug-20,58.11,58.84,58,58.84,2200
FCBC,7-Aug-20,19.86,20.97,19.86,20.94,22900
FCBP,7-Aug-20,14.85,15.43,14.85,15.3,4400
FCCO,7-Aug-20,13.56,13.615,13.3399,13.6,13300
FCCY,7-Aug-20,12.3,12.74,12.28,12.65,7900
FCEF,7-Aug-20,19.85,19.911,19.8392,19.86,1100
FCEL,7-Aug-20,2.56,2.74,2.51,2.68,12552500
FCFS,7-Aug-20,58.6,60.61,58.43,60.42,269300
FCNCA,7-Aug-20,406.67,428.005,405,425.78,26300
FCNCP,7-Aug-20,25.4,25.56,25.32,25.4,18300
FCRD,7-Aug-20,3.37,3.49,3.36,3.47,58300
FCVT,7-Aug-20,39.39,39.4279,38.6323,38.73,37000
FDBC,7-Aug-20,46.56,48,45.9862,47.98,3200
FDIV,7-Aug-20,46.2608,46.3019,46.2608,46.28,800
FDNI,7-Aug-20,37.59,37.9512,37.241,37.475,24700
FDT,7-Aug-20,50.19,50.45,50.1419,50.45,25800
FDUS,7-Aug-20,9.14,10.31,9.0992,10.25,388300
FDUSG,7-Aug-20,23.4,24.09,23.4,24.09,4300
FDUSL,7-Aug-20,24.315,24.74,24.315,24.7,4200
FDUSZ,7-Aug-20,24.36,24.92,24.26,24.74,12600
FEIM,7-Aug-20,10.2,10.2462,10.2,10.218,5700
FELE,7-Aug-20,57.43,59.54,57.09,59.44,148700
FEM,7-Aug-20,23.34,23.4196,23.238,23.36,64100
FEMB,7-Aug-20,35.31,35.36,35.14,35.16,143900
FEMS,7-Aug-20,35.04,35.23,35.0001,35.115,7200
FENC,7-Aug-20,8.7,9.09,8.56,9.01,756200
FEP,7-Aug-20,33.14,33.391,33.14,33.38,25500
FEUZ,7-Aug-20,36.5579,36.75,36.5579,36.75,200
FEX,7-Aug-20,63.03,63.58,63.02,63.5612,25800
FEYE,7-Aug-20,15.52,15.77,15.38,15.66,5674300
FFBC,7-Aug-20,13.7,14.7,13.6,14.68,311200
FFBW,7-Aug-20,8.338,8.3902,8.338,8.3798,11100
FFHL,7-Aug-20,5.04,5.28,4.8,5.05,17900
FFIC,7-Aug-20,11.12,11.84,11.07,11.84,105400
FFIN,7-Aug-20,30.67,31.85,30.1,31.85,336400
FFIV,7-Aug-20,141,141.75,139.96,140.58,687000
FFNW,7-Aug-20,9.16,9.46,9.16,9.23,11300
FFWM,7-Aug-20,15.32,16.07,15.32,16.01,182000
FGBI,7-Aug-20,12.47,12.47,12.22,12.23,1700
FGEN,7-Aug-20,44,48,43.3,44.2,1146500
FGM,7-Aug-20,44.02,44.24,43.815,44.24,2900
FHB,7-Aug-20,17.28,18.1,17.05,18.09,1061200
FIBK,7-Aug-20,29.48,30.96,29.435,30.77,136100
FID,7-Aug-20,14.455,14.4951,14.4456,14.4951,800
FINX,7-Aug-20,37.32,37.32,36.685,36.99,135600
FISI,7-Aug-20,15.66,16.92,15.66,16.92,32700
FISV,7-Aug-20,101.51,103.99,100.22,103.91,4631400
FITB,7-Aug-20,19.65,20.46,19.505,20.45,4213500
FITBI,7-Aug-20,27.03,27.05,26.76,26.99,27400
FITBO,7-Aug-20,25.47,25.5,25.255,25.5,14900
FITBP,7-Aug-20,26.08,26.08,25.98,26.01,2600
FIVE,7-Aug-20,103.23,104.39,101.85,102.46,878100
FIVN,7-Aug-20,126.58,127,120.23,123.27,814300
FIXD,7-Aug-20,55.82,55.86,55.73,55.77,605400
FIXX,7-Aug-20,12.35,12.85,12.18,12.59,430300
FIZZ,7-Aug-20,63.05,64.85,62.72,63.17,309600
FJP,7-Aug-20,46.46,46.65,46.46,46.65,700
FKO,7-Aug-20,19.799,19.799,19.7699,19.7699,100
FKU,7-Aug-20,31.08,31.46,31.05,31.09,3100
FLDM,7-Aug-20,7.45,7.8,6.99,7.61,3787700
FLEX,7-Aug-20,11.6,11.8,11.5,11.66,3784300
FLGT,7-Aug-20,36.05,38.6999,35.39,35.84,495000
FLIC,7-Aug-20,14.97,15.84,14.935,15.83,72100
FLIR,7-Aug-20,38,38.11,35.49,37.475,3724900
FLL,7-Aug-20,1.73,2.12,1.68,1.98,1221100
FLMN,7-Aug-20,2.84,2.97,2.75,2.91,81800
FLMNW,7-Aug-20,0.0756,0.0756,0.0756,0.0756,100
FLN,7-Aug-20,16.0789,16.0789,16.01,16.01,200
FLNT,7-Aug-20,1.92,2.04,1.87,2.04,174000
FLWS,7-Aug-20,29.01,30.07,28.98,29.35,447100
FLXN,7-Aug-20,12.73,13.02,12.31,12.34,743800
FLXS,7-Aug-20,16.02,17.09,16.02,16.95,57900
FMAO,7-Aug-20,21.56,22.35,21.3201,21.885,11600
FMB,7-Aug-20,56.25,56.26,56.192,56.25,153600
FMBH,7-Aug-20,24.75,26.5,24.75,26.32,21600
FMBI,7-Aug-20,12.21,13.03,12.19,13.03,611100
FMBIO,7-Aug-20,25.05,25.1615,24.96,25.1,36800
FMBIP,7-Aug-20,25.2,25.22,25.12,25.2,25000
FMCI,7-Aug-20,14.02,14.8,14,14.53,760600
FMCIU,7-Aug-20,18.06,19,18.06,19,2500
FMCIW,7-Aug-20,3.9,4.01,3.66,3.98,258600
FMHI,7-Aug-20,52.08,52.33,52.08,52.32,19600
FMK,7-Aug-20,37.21,37.2197,37,37.2063,1200
FMNB,7-Aug-20,11.09,11.84,11.09,11.84,63300
FMTX,7-Aug-20,34.81,35.6,33.785,34.93,309300
FNCB,7-Aug-20,5.92,6.37,5.89,6.32,16800
FNHC,7-Aug-20,9.4,10.03,9.38,9.91,36400
FNK,7-Aug-20,28.4,29.0645,28.4,29.0645,6400
FNKO,7-Aug-20,6.2,6.23,5.38,5.57,1934500
FNLC,7-Aug-20,20.67,21.3,20.61,21.3,7600
FNWB,7-Aug-20,10.99,11.4,10.99,11.15,11400
FNX,7-Aug-20,66.29,67.21,66.29,67.19,19500
FNY,7-Aug-20,52.62,52.949,51.96,52.43,24800
FOCS,7-Aug-20,39.75,40.94,38.43,38.73,441700
FOLD,7-Aug-20,15.35,15.76,15.18,15.41,1764800
FONR,7-Aug-20,25,26,24.7273,25.81,41300
FORD,7-Aug-20,1.43,1.45,1.39,1.45,53400
FORK,7-Aug-20,2.11,2.11,2.08,2.1,20500
FORM,7-Aug-20,28.27,28.88,27.86,28.34,802900
FORR,7-Aug-20,35.49,37.37,35.3,37.25,31700
FORTY,7-Aug-20,92.3,92.3,92.3,92.3,100
FOSL,7-Aug-20,4.01,4.1417,3.9008,4.02,1429300
FOX,7-Aug-20,24.94,25.17,24.46,24.89,1874500
FOXA,7-Aug-20,24.87,25.1,24.27,24.67,7072600
FOXF,7-Aug-20,106.4,111.98,106,107.63,388900
FPA,7-Aug-20,26.55,26.72,26.55,26.72,400
FPAY,7-Aug-20,1.58,1.67,1.5446,1.67,129100
FPRX,7-Aug-20,5.98,5.99,5.27,5.62,376800
FPXE,7-Aug-20,25.51,25.5392,25.51,25.5392,200
FPXI,7-Aug-20,56.83,56.931,56.18,56.46,61300
FRAF,7-Aug-20,24,25.1143,24,24.92,5900
FRAN,7-Aug-20,5.35,5.45,4.96,5.08,438000
FRBA,7-Aug-20,6.41,6.607,6.3,6.6,34300
FRBK,7-Aug-20,2.26,2.39,2.25,2.385,110100
FREE,7-Aug-20,7.49,7.52,7.34,7.49,189100
FREEW,7-Aug-20,0.71,0.79,0.71,0.77,76800
FREQ,7-Aug-20,21.2,21.935,20.65,21.71,146400
FRG,7-Aug-20,26.14,27,26.07,26.4,168600
FRGI,7-Aug-20,9.1,9.46,8.91,9.3,378500
FRHC,7-Aug-20,19.87,20.05,19.86,19.98,185700
FRME,7-Aug-20,24.97,26.245,24.6625,26.19,171100
FRPH,7-Aug-20,41.16,42.8,41.16,42.73,32200
FRPT,7-Aug-20,102.77,104.87,100.93,102.23,270000
FRSX,7-Aug-20,1.4,1.46,1.3504,1.38,2389800
FRTA,7-Aug-20,14.35,15.07,14.35,15.07,273800
FSBW,7-Aug-20,39.04,39.6,38.27,38.86,3900
FSCT,7-Aug-20,28.97,28.98,28.97,28.975,352300
FSEA,7-Aug-20,6.2,6.21,6.14,6.195,17300
FSFG,7-Aug-20,51.33,51.49,51.33,51.49,1000
FSLR,7-Aug-20,69.1,78.535,68.95,72.93,5480700
FSRV,7-Aug-20,10.15,10.15,10.05,10.05,136500
FSTR,7-Aug-20,14.49,15.23,14.49,15.16,25700
FSV,7-Aug-20,119.8,119.8,116.26,116.43,76200
FSZ,7-Aug-20,51.37,51.45,51.13,51.29,4700
FTA,7-Aug-20,46.98,47.94,46.98,47.92,38000
FTAC,7-Aug-20,10.32,10.44,10.31,10.38,362200
FTACU,7-Aug-20,11.18,11.37,11.035,11.035,13500
FTACW,7-Aug-20,1.3,1.42,1.295,1.3668,454600
FTAG,7-Aug-20,20.7,20.82,20.685,20.82,37400
FTC,7-Aug-20,83.19,83.4756,82.03,82.76,29100
FTCS,7-Aug-20,62.85,62.92,62.5,62.87,404500
FTDR,7-Aug-20,44.77,45.38,43.09,44.19,622500
FTEK,7-Aug-20,0.89,0.93,0.89,0.919,63000
FTFT,7-Aug-20,2.44,2.4887,2.2701,2.38,147600
FTGC,7-Aug-20,16.94,16.94,16.74,16.785,96800
FTHI,7-Aug-20,19.92,20.1057,19.92,20.1057,7800
FTHM,7-Aug-20,9.26,10.39,9.26,10.24,133000
FTLB,7-Aug-20,20.43,20.46,20.43,20.46,500
FTNT,7-Aug-20,130.93,131.6849,125.58,131,4196500
FTRI,7-Aug-20,10.2892,10.315,10.2892,10.315,200
FTSL,7-Aug-20,46.09,46.1076,45.81,46.06,186900
FTSM,7-Aug-20,60.07,60.08,60.04,60.05,1020200
FTXH,7-Aug-20,24.49,24.5099,24.39,24.4607,2000
FTXL,7-Aug-20,48.3,48.3,46.8,47,7000
FTXN,7-Aug-20,11.36,11.7,11.36,11.6998,1200
FTXO,7-Aug-20,17.66,18.35,17.66,18.348,22300
FTXR,7-Aug-20,21.655,21.7202,21.6465,21.7202,700
FULC,7-Aug-20,16.32,17.82,16.12,17.13,16200
FULT,7-Aug-20,9.74,10.25,9.57,10.25,799000
FUNC,7-Aug-20,10.93,11.1691,10.93,11.07,7000
FUND,7-Aug-20,6.32,6.41,6.32,6.41,49000
FUSB,7-Aug-20,5.95,6.03,5.95,6.03,1200
FUSN,7-Aug-20,13.08,13.5,13.07,13.35,56000
FUTU,7-Aug-20,36.7,37.45,35.01,35.99,1513900
FUV,7-Aug-20,6.3,6.7268,6.22,6.67,594900
FV,7-Aug-20,34.62,34.82,34.18,34.51,531000
FVC,7-Aug-20,26.42,26.6653,26.2495,26.495,9300
FVCB,7-Aug-20,9.88,10.27,9.88,10.16,8400
FVE,7-Aug-20,4.69,4.77,4.67,4.76,39700
FWONA,7-Aug-20,34.79,34.845,34.14,34.59,108900
FWONK,7-Aug-20,37.11,37.34,36.34,36.87,690800
FWP,7-Aug-20,6.42,6.75,6.26,6.73,69300
FWRD,7-Aug-20,53.9,56.78,53.9,56.73,164300
FXNC,7-Aug-20,13.3696,14,13.3696,14,4800
FYC,7-Aug-20,47.2571,47.46,46.7207,47.21,31800
FYT,7-Aug-20,31.9,32.9446,31.9,32.9446,13300
FYX,7-Aug-20,58.8195,59.75,58.8195,59.7035,30600
GABC,7-Aug-20,28.57,29.68,28.45,29.65,47600
GAIA,7-Aug-20,12.3,12.7931,12.12,12.35,154800
GAIN,7-Aug-20,9.33,9.55,9.3244,9.53,115500
GAINL,7-Aug-20,24.39,24.39,24.25,24.35,5300
GAINM,7-Aug-20,25,25,24.8669,24.964,2000
GALT,7-Aug-20,2.74,2.74,2.65,2.73,89200
GAN,7-Aug-20,20.18,21.15,20.0002,20.29,696300
GARS,7-Aug-20,3.47,3.49,3.35,3.49,18200
GASS,7-Aug-20,2.33,2.37,2.26,2.35,16200
GBCI,7-Aug-20,35.56,36.97,35.5,36.825,358900
GBDC,7-Aug-20,12.21,12.41,12.14,12.4,465200
GBIO,7-Aug-20,21,21.25,19.905,20.25,38700
GBLI,7-Aug-20,22.45,23.96,22.4,23.9,15400
GBLIL,7-Aug-20,25.5484,25.5484,25.4,25.4,6500
GBLIZ,7-Aug-20,25,25,24.99,25,2000
GBT,7-Aug-20,63.6,64.6882,62.63,63.82,855000
GCBC,7-Aug-20,21.87,22.41,21.62,22.41,1900
GDEN,7-Aug-20,9.98,11.558,9.98,10.72,531600
GDS,7-Aug-20,84.54,84.745,78.09,80.51,1497500
GDYN,7-Aug-20,7.01,7.47,7.01,7.16,210100
GDYNW,7-Aug-20,1.24,1.7661,1.24,1.7661,6400
GEC,7-Aug-20,2.56,2.67,2.54,2.67,2500
GECC,7-Aug-20,4.48,4.6,4.45,4.56,128500
GECCL,7-Aug-20,22.29,22.3,22.15,22.15,900
GECCM,7-Aug-20,19.535,19.71,19.2201,19.4669,3200
GECCN,7-Aug-20,20,20,20,20,800
GENC,7-Aug-20,12.73,12.84,12.51,12.53,15800
GENE,7-Aug-20,3.94,4.6,3.92,4.11,3347500
GENY,7-Aug-20,46.92,46.92,46.4104,46.79,6400
GEOS,7-Aug-20,7.76,7.93,7.46,7.61,70600
GERN,7-Aug-20,1.6,1.695,1.56,1.68,2977600
GEVO,7-Aug-20,0.59,0.5945,0.55,0.5814,2732700
GFN,7-Aug-20,6.23,6.24,6.18,6.24,7200
GFNCP,7-Aug-20,99.0002,99.05,99.0002,99.05,300
GFNSL,7-Aug-20,25.2,25.2,25.07,25.19,1500
GGAL,7-Aug-20,12.75,12.86,12.37,12.85,968200
GH,7-Aug-20,79.43,87.87,77.69,85.61,2397400
GHIV,7-Aug-20,10.5,10.83,10.45,10.57,273900
GHIVU,7-Aug-20,10.7,11,10.7,10.875,145600
GHIVW,7-Aug-20,2,2.09,1.75,2.09,14800
GHSI,7-Aug-20,0.3964,0.4084,0.392,0.4066,2455700
GIFI,7-Aug-20,3.1058,3.1058,3,3.02,13200
GIGE,7-Aug-20,27.29,27.34,26.75,26.9871,8700
GIGM,7-Aug-20,2.85,2.95,2.85,2.92,12200
GIII,7-Aug-20,9.86,10.775,9.7,10.64,1314700
GILD,7-Aug-20,69.36,69.73,68.805,69.35,8068900
GILT,7-Aug-20,5.62,5.77,5.5401,5.75,199600
GLAD,7-Aug-20,7.51,7.68,7.485,7.64,157000
GLADD,7-Aug-20,24.634,24.65,24.634,24.65,1500
GLADL,7-Aug-20,24.48,24.5,24.48,24.5,2500
GLBS,7-Aug-20,0.1502,0.1523,0.146,0.1488,8062700
GLBZ,7-Aug-20,7.99,7.99,7.52,7.56,4500
GLDD,7-Aug-20,9.47,9.63,9.39,9.61,343900
GLDI,7-Aug-20,10.16,10.16,10.14,10.15,53400
GLG,7-Aug-20,3.34,3.475,3.31,3.34,287600
GLIBA,7-Aug-20,82.09,83.93,81.86,83.62,2218900
GLIBP,7-Aug-20,27,27.15,27,27.01,17000
GLMD,7-Aug-20,4.57,4.69,4.48,4.66,53400
GLNG,7-Aug-20,8.28,8.9,8.13,8.88,649000
GLPG,7-Aug-20,184.7,191.8,184.4,190.75,140500
GLPI,7-Aug-20,37.79,39,37.6929,38.88,962800
GLRE,7-Aug-20,6.99,7.34,6.9012,7.33,199700
GLUU,7-Aug-20,7.93,8.03,7.51,7.595,6289300
GLYC,7-Aug-20,3.95,3.98,3.82,3.91,518100
GMAB,7-Aug-20,36.26,36.6,36.22,36.52,315200
GMBL,7-Aug-20,5.55,5.55,5.3,5.4,149500
GMBLW,7-Aug-20,2.91,3.195,2.9,2.95,16200
GMDA,7-Aug-20,4.21,4.4098,4.12,4.15,189700
GMHI,7-Aug-20,10.65,10.7,10.44,10.7,168100
GMHIW,7-Aug-20,1.95,1.99,1.8,1.8,66800
GMLP,7-Aug-20,2.55,2.63,2.55,2.57,79100
GMLPP,7-Aug-20,19.55,19.55,19,19.095,14800
GNCA,7-Aug-20,2.99,3.1001,2.985,3.01,518400
GNFT,7-Aug-20,5.06,5.11,5.03,5.09,11000
GNLN,7-Aug-20,3.56,3.6111,3.3,3.39,239300
GNMA,7-Aug-20,51.12,51.25,51.12,51.2463,33700
GNMK,7-Aug-20,16.5,16.81,15.8,16.18,1179600
GNOM,7-Aug-20,18.19,18.39,18.05,18.17,24800
GNPX,7-Aug-20,3.56,3.67,3.4892,3.56,519500
GNRS,7-Aug-20,9.84,9.84,9.8,9.8,5200
GNRSU,7-Aug-20,10.05,10.05,10,10,6300
GNRSW,7-Aug-20,0.2499,0.26,0.2499,0.25,12400
GNSS,7-Aug-20,4.08,4.16,3.9001,4.14,138500
GNTX,7-Aug-20,27.05,27.22,26.89,27.22,1413300
GNTY,7-Aug-20,27.4,28.32,27.4,28.32,24900
GNUS,7-Aug-20,1.66,1.68,1.56,1.59,13991200
GO,7-Aug-20,44.21,45.4,44.21,45.02,665800
GOCO,7-Aug-20,16.9,17.46,16.4,17.25,847400
GOGL,7-Aug-20,3.95,3.99,3.93,3.95,70600
GOGO,7-Aug-20,3.23,3.41,3.16,3.245,1158500
GOOD,7-Aug-20,18.24,18.71,18.18,18.54,117400
GOODM,7-Aug-20,25.13,25.24,25,25.24,15300
GOODN,7-Aug-20,24.695,25.15,24.695,25,5400
GOOG,7-Aug-20,1500,1516.845,1481.64,1494.49,1577800
GOOGL,7-Aug-20,1509.04,1520.09,1486.27,1498.37,1386200
GOSS,7-Aug-20,13.43,13.8,13,13.56,515000
GPOR,7-Aug-20,1.01,1.02,0.9,0.935,7092600
GPP,7-Aug-20,7.97,8.11,7.85,8.09,56600
GPRE,7-Aug-20,13.24,14.475,13.24,14.36,658800
GPRO,7-Aug-20,5.27,5.49,4.77,4.94,5825600
GRBK,7-Aug-20,14.83,15,14.4,14.62,231300
