,Symbol,Volume
1357,GNCA,518400
1358,GNFT,11000
1359,GNLN,239300
1360,GNMA,33700
1361,GNMK,1179600
1362,GNOM,24800
1363,GNPX,519500
1364,GNRS,5200
1365,GNRSU,6300
1366,GNRSW,12400
1367,GNSS,138500
1368,GNTX,1413300
1369,GNTY,24900
1370,GNUS,13991200
1371,GO,665800
1372,GOCO,847400
1373,GOGL,70600
1374,GOGO,1158500
1375,GOOD,117400
1376,GOODM,15300
1377,GOODN,5400
1378,GOOG,1577800
1379,GOOGL,1386200
1380,GOSS,515000
1381,GPOR,7092600
1382,GPP,56600
1383,GPRE,658800
1384,GPRO,5825600
1385,GRBK,231300
1386,GRCYU,8400
1387,GRFS,560500
1388,GRID,2900
1389,GRIF,10400
1390,GRIL,54900
1391,GRIN,58000
1392,GRMN,681100
1393,GRNQ,99200
1394,GRNVR,500
1395,GRNVW,1400
1396,GROW,42400
1397,GRPN,38209800
1398,GRSVU,539500
1399,GRTS,973500
1400,GRTX,14700
1401,GRVY,89400
1402,GRWG,902500
1403,GSBC,23400
1404,GSHD,123200
1405,GSIT,39600
1406,GSKY,439000
1407,GSM,8199600
1408,GSMG,6400
1409,GSMGW,31900
1410,GSUM,107000
1411,GT,2585300
1412,GTEC,21200
1413,GTH,107300
1414,GTHX,1347500
1415,GTIM,29600
1416,GTLS,416100
1417,GTYH,329700
1418,GURE,9300
1419,GVP,222600
1420,GWGH,1600
1421,GWPH,2382200
1422,GWRS,26400
1423,GXGX,19100
1424,GXGXU,5500
1425,GXGXW,21600
1426,GXTG,4000
1427,HA,768800
1428,HAFC,234900
1429,HAIN,291900
1430,HALL,198300
1431,HALO,745500
1432,HAPP,334500
1433,HARP,177100
1434,HAS,543800
1435,HAYN,89800
1436,HBAN,7202500
1437,HBANN,5100
1438,HBANO,27400
1439,HBCP,8600
1440,HBIO,317100
1441,HBMD,51700
1442,HBNC,121200
1443,HBP,4544900
1444,HBT,68000
1445,HCAC,341000
1446,HCACU,1400
1447,HCACW,385100
1448,HCAP,46600
1449,HCAPZ,2600
1450,HCAT,1079000
1451,HCCH,66200
1452,HCCHR,68300
1453,HCCHW,25600
1454,HCCI,35300
1455,HCCO,617600
1456,HCCOU,117300
1457,HCCOW,379200
1458,HCKT,103800
1459,HCM,325600
1460,HCSG,482200
1461,HDS,401200
1462,HDSN,286300
1463,HEAR,848100
1464,HEBT,156500
1465,HEC,51900
1466,HECCU,86600
1467,HECCW,105300
1468,HEES,463400
1469,HELE,93700
1470,HEPA,1284300
1471,HERO,174500
1472,HEWG,12700
1473,HFFG,154200
1474,HFWA,178000
1475,HGSH,506000
1476,HHR,65600
1477,HHT,1032200
1478,HIBB,324300
1479,HIFS,3100
1480,HIHO,1572600
1481,HIMX,695600
1482,HJLI,15827100
1483,HJLIW,67100
1484,HLAL,6900
1485,HLG,3500
1486,HLIO,103400
1487,HLIT,657500
1488,HLNE,170800
1489,HMHC,3752500
1490,HMNF,500
1491,HMST,135400
1492,HMSY,1223900
1493,HMTV,33300
1494,HNDL,45300
1495,HNNA,16200
1496,HNRG,290500
1497,HOFT,61400
1498,HOFV,135500
1499,HOFVW,903900
1500,HOLI,240000
1501,HOLUU,155400
1502,HOLX,3146400
1503,HOMB,755200
1504,HONE,272800
1505,HOOK,24900
1506,HOPE,1276600
1507,HOTH,123500
1508,HQI,2400
1509,HQY,644800
1510,HROW,55300
1511,HRTX,876700
1512,HRZN,143300
1513,HSAQ,31900
1514,HSDT,570900
1515,HSIC,1332800
1516,HSII,112600
1517,HSKA,36200
1518,HSON,200
1519,HSTM,94300
1520,HSTO,25700
1521,HTBI,47300
1522,HTBK,282800
1523,HTBX,11506200
1524,HTGM,2183700
1525,HTHT,395500
1526,HTIA,2900
1527,HTLD,341000
1528,HTLF,84800
1529,HTLFP,23600
1530,HUBG,137800
1531,HUGE,289200
1532,HUIZ,33000
1533,HURC,4900
1534,HURN,116600
1535,HUSN,250400
1536,HVBC,1100
1537,HWBK,11100
1538,HWC,352700
1539,HWCC,17900
1540,HWCPL,4400
1541,HWCPZ,9200
1542,HWKN,49300
1543,HX,66000
1544,HYAC,542700
1545,HYACW,1300
1546,HYLS,244500
1547,HYMC,88300
1548,HYMCW,522300
1549,HYRE,125700
1550,HYXE,3800
1551,HYZD,11700
1552,HZNP,11514600
1553,IAC,743400
1554,IART,362100
1555,IBB,2705300
1556,IBBJ,3800
1557,IBCP,66100
1558,IBKR,267100
1559,IBOC,136700
1560,IBTB,11700
1561,IBTD,700
1562,IBTE,500
1563,IBTF,700
1564,IBTG,1800
1565,IBTH,1600
1566,IBTI,800
1567,IBTJ,1200
1568,IBTX,277700
1569,IBUY,372500
1570,ICAD,188700
1571,ICBK,3500
1572,ICCC,11100
1573,ICFI,89400
1574,ICHR,442700
1575,ICLK,819600
1576,ICLN,1804500
1577,ICLR,141900
1578,ICMB,12400
1579,ICON,127600
1580,ICPT,719300
1581,ICUI,101200
1582,IDCC,218200
1583,IDEX,10203100
1584,IDLB,100
1585,IDN,146600
1586,IDRA,145100
1587,IDXG,193000
1588,IDXX,566900
1589,IDYA,124600
1590,IEA,141200
1591,IEAWW,52300
1592,IEC,23200
1593,IEF,2363300
1594,IEI,502200
1595,IEP,138900
1596,IESC,88700
1597,IEUS,5700
1598,IFEU,200
1599,IFGL,49600
1600,IFMK,2550300
1601,IFRX,363200
1602,IFV,52700
1603,IGF,136800
1604,IGIB,994700
1605,IGIC,1600
1606,IGMS,76400
1607,IGOV,147600
1608,IGSB,2167300
1609,IHRT,945700
1610,III,50500
1611,IIIN,61000
1612,IIIV,111100
1613,IIN,21100
1614,IIVI,856500
1615,IJT,54100
1616,IKNX,7700
1617,ILMN,4266300
1618,ILPT,204100
1619,IMAB,67100
1620,IMAC,353600
1621,IMACW,14700
1622,IMBI,18500
1623,IMGN,1771900
1624,IMKTA,124100
1625,IMMP,111000
1626,IMMR,1384800
1627,IMMU,1107400
1628,IMOS,25100
1629,IMRA,8900
1630,IMRN,510100
1631,IMRNW,1600
1632,IMTE,143500
1633,IMTX,172800
1634,IMTXW,11800
1635,IMUX,633600
1636,IMV,684900
1637,IMVT,253600
1638,IMXI,216100
1639,INBK,75400
1640,INBKZ,1500
1641,INCY,760500
1642,INDB,83300
1643,INDY,27200
1644,INFI,327900
1645,INFN,4336200
1646,INGN,192200
1647,INMB,386400
1648,INMD,320200
1649,INO,9754000
1650,INOD,199000
1651,INOV,523600
1652,INPX,4625700
1653,INSE,68800
1654,INSG,7154900
1655,INSM,1184300
1656,INSU,176800
1657,INSUW,28500
1658,INTC,36765200
1659,INTG,500
1660,INTU,752000
1661,INVA,463300
1662,INVE,186500
1663,INWK,335900
1664,INZY,98000
1665,IONS,1217100
1666,IOSP,60600
1667,IOVA,1657300
1668,IPAR,100900
1669,IPDN,909000
1670,IPGP,392800
1671,IPHA,1400
1672,IPKW,2000
1673,IPLDP,12900
1674,IPWR,91300
1675,IQ,4783500
1676,IRBT,1469800
1677,IRCP,12700
1678,IRDM,763200
1679,IRIX,111800
1680,IRMD,103400
1681,IROQ,600
1682,IRTC,1179600
1683,IRWD,2131200
1684,ISBC,3353000
1685,ISDX,7900
1686,ISEE,555500
1687,ISEM,1700
1688,ISHG,1800
1689,ISIG,36100
1690,ISNS,5200
1691,ISRG,370100
1692,ISSC,745600
1693,ISTB,413300
1694,ISTR,9800
1695,ITCI,637100
1696,ITI,164400
1697,ITIC,5200
1698,ITMR,28800
1699,ITOS,230800
1700,ITRI,179100
1701,ITRM,469900
1702,ITRN,24700
1703,IUS,17600
1704,IUSB,333600
1705,IUSG,316000
1706,IUSS,3000
1707,IUSV,574300
1708,IVA,220300
1709,IVAC,32200
1710,IXUS,618200
1711,IZEA,13365600
1712,JACK,726600
1713,JAGX,3323500
1714,JAKK,386100
1715,JAMF,698000
1716,JAN,851300
1717,JAZZ,764000
1718,JBHT,962400
1719,JBLU,7311700
1720,JBSS,50900
1721,JCOM,906800
1722,JCS,7300
1723,JCTCF,800
1724,JD,14099100
1725,JFIN,303700
1726,JFK,157400
1727,JFKKR,77700
1728,JFKKU,8600
1729,JFKKW,57600
1730,JFU,987500
1731,JG,31100
1732,JJSF,82400
1733,JKHY,665200
1734,JKI,4100
1735,JMPNL,1400
1736,JMPNZ,2800
1737,JNCE,256800
1738,JOBS,136900
1739,JOUT,22000
1740,JRJC,25000
1741,JRSH,1300
1742,JRVR,148400
1743,JSM,11100
1744,JSMD,7300
1745,JSML,1900
1746,JVA,28800
1747,JYNT,265300
1748,KALA,605500
1749,KALU,85200
1750,KALV,34200
1751,KBAL,118100
1752,KBLMR,15500
1753,KBLMW,22500
1754,KBSF,52000
1755,KBWB,237400
1756,KBWD,147000
1757,KBWP,2600
1758,KBWR,5200
1759,KBWY,48700
1760,KC,1915000
1761,KCAPL,1800
1762,KE,44200
1763,KELYA,117700
1764,KEQU,400
1765,KERN,30300
1766,KERNW,300
1767,KFFB,100
1768,KFRC,128700
1769,KGJI,30100
1770,KHC,4163500
1771,KIDS,111700
1772,KIN,452200
1773,KINS,27500
1774,KIRK,826100
1775,KLAC,990900
1776,KLDO,63700
1777,KLIC,1010700
1778,KLXE,83400
1779,KMDA,63500
1780,KNDI,10519000
1781,KNSA,162100
1782,KNSL,102800
1783,KOD,155200
1784,KOPN,442900
1785,KOSS,30000
1786,KPTI,1781900
1787,KRKR,52200
1788,KRMA,7300
1789,KRMD,263600
1790,KRNT,257600
1791,KRNY,212100
1792,KROS,33800
1793,KRTX,84500
1794,KRUS,79300
1795,KRYS,80700
1796,KSMTU,335100
1797,KTCC,76700
1798,KTOS,1055400
1799,KTOV,9674800
1800,KTOVW,102700
1801,KURA,1751300
1802,KVHI,45400
1803,KXIN,47400
1804,KZIA,21258200
1805,KZR,162500
1806,LACQ,3000
1807,LACQW,17500
1808,LAKE,579500
1809,LAMR,606600
1810,LANC,83100
1811,LAND,205000
1812,LANDP,1600
1813,LARK,9400
1814,LASR,328900
1815,LATNW,5600
1816,LAUR,1050300
1817,LAWS,12300
1818,LAZY,115600
1819,LBAI,138700
1820,LBC,36700
1821,LBRDA,85100
1822,LBRDK,1555500
1823,LBTYA,1061400
1824,LBTYK,2932900
1825,LCA,3339200
1826,LCAHU,47600
1827,LCAHW,349500
1828,LCNB,16200
1829,LCUT,16500
1830,LDEM,300
1831,LDSF,23400
1832,LE,219600
1833,LECO,222800
1834,LEDS,584400
1835,LEGH,25200
1836,LEGN,251000
1837,LEGR,132700
1838,LEVL,3800
1839,LFAC,46700
1840,LFACW,2400
1841,LFUS,68400
1842,LFVN,27600
1843,LGHL,229200
1844,LGHLW,110100
1845,LGIH,284600
1846,LGND,169400
1847,LHCG,251800
1848,LI,7459700
1849,LIFE,60800
1850,LILA,652800
1851,LILAK,2303200
1852,LINC,82400
1853,LIND,181200
1854,LIQT,51100
1855,LITE,1760600
1856,LIVE,1300
1857,LIVK,400
1858,LIVN,289300
1859,LIVX,822200
1860,LIZI,6300
1861,LJPC,743800
1862,LKCO,1295700
1863,LKFN,231600
1864,LKQ,1893200
1865,LLIT,465800
1866,LLNW,2684400
1867,LMAT,67400
1868,LMB,29600
1869,LMBS,446100
1870,LMFA,2835700
1871,LMFAW,5900
1872,LMNL,29400
1873,LMNR,31500
1874,LMNX,908800
1875,LMPX,27700
1876,LMRK,47600
1877,LMRKN,2400
1878,LMRKO,5900
1879,LMRKP,1800
1880,LMST,2200
1881,LNDC,89600
1882,LNGR,6000
1883,LNT,1476000
1884,LNTH,618400
1885,LOAC,500
1886,LOACR,1900
1887,LOACW,500
1888,LOAN,34600
1889,LOB,113100
1890,LOCO,230500
1891,LOGC,40100
1892,LOGI,579600
1893,LOGM,178200
1894,LONE,281300
1895,LOOP,36000
1896,LOPE,218100
1897,LORL,250500
1898,LOVE,198000
1899,LPCN,3508500
1900,LPLA,544400
1901,LPRO,348400
1902,LPSN,1601400
1903,LPTH,2248700
1904,LPTX,668300
1905,LQDA,261100
1906,LQDT,276800
1907,LRCX,1385400
1908,LRGE,8900
1909,LRMR,7900
1910,LSAC,2400
1911,LSACU,1800
1912,LSACW,11000
1913,LSBK,3700
1914,LSCC,1004400
1915,LSTR,184700
1916,LSXMA,213000
1917,LSXMK,380000
1918,LTBR,89300
1919,LTRN,19200
1920,LTRPA,1099600
1921,LTRPB,3300
1922,LTRX,81300
1923,LULU,1580500
1924,LUMO,32100
1925,LUNA,679100
1926,LVGO,8601100
1927,LVHD,358400
1928,LWAY,195800
1929,LX,1111800
1930,LXRX,1581700
1931,LYFT,11184500
1932,LYL,8000
1933,LYRA,31300
1934,LYTS,95300
1935,MACK,11100
1936,MAGS,25100
1937,MANH,398000
1938,MANT,81400
1939,MAR,4949800
1940,MARA,27004100
1941,MARK,5034400
1942,MARPS,3700
1943,MASI,381700
1944,MAT,1475600
1945,MATW,328100
1946,MBB,999300
1947,MBCN,4700
1948,MBII,554000
1949,MBIN,28900
1950,MBINO,16800
1951,MBINP,3300
1952,MBIO,1163000
1953,MBNKP,1300
1954,MBOT,100600
1955,MBRX,1038000
1956,MBSD,2500
1957,MBUU,172100
1958,MBWM,27600
1959,MCACU,8700
1960,MCBC,75700
1961,MCBS,37100
1962,MCEF,500
1963,MCEP,106200
1964,MCFT,126500
1965,MCHI,7227300
1966,MCHP,2182400
1967,MCHX,119200
1968,MCMJ,5500
1969,MCRB,689600
1970,MCRI,89100
1971,MDB,1378800
1972,MDCA,84000
1973,MDGL,92400
1974,MDGS,141700
1975,MDIA,55600
1976,MDIV,78900
1977,MDJH,64000
1978,MDLZ,5190300
1979,MDRR,9000
1980,MDRX,1082200
1981,MDWD,65900
1982,MEDP,225800
1983,MEDS,7600
1984,MEET,858900
1985,MEIP,762700
1986,MELI,878100
1987,MEOH,165500
1988,MERC,235000
1989,MESA,577100
1990,MESO,449200
1991,METC,107900
1992,METX,36400
1993,METXW,2200
1994,MFH,210800
1995,MFIN,38200
1996,MFINL,600
1997,MFNC,66400
1998,MGEE,81000
1999,MGEN,977200
2000,MGI,1397900
2001,MGIC,29900
2002,MGLN,128400
2003,MGNI,3617500
2004,MGNX,516000
2005,MGPI,58100
2006,MGRC,69400
2007,MGTA,220100
2008,MGTX,55800
2009,MHLD,68400
2010,MICT,58400
2011,MIDD,904800
2012,MIK,2651000
2013,MILN,17100
2014,MIME,417100
2015,MIND,98000
2016,MINDP,2100
2017,MIRM,216100
2018,MIST,1668100
2019,MITK,286200
2020,MITO,100200
2021,MJCO,64300
2022,MKD,19400
2023,MKGI,38600
2024,MKSI,423900
2025,MKTX,205300
2026,MLAB,29000
2027,MLACU,36500
2028,MLCO,3009900
2029,MLHR,479000
2030,MLND,429200
2031,MLVF,1200
2032,MMAC,5700
2033,MMLP,108100
2034,MMSI,328500
2035,MMYT,381500
2036,MNCL,2200
2037,MNCLW,14700
2038,MNDO,22000
2039,MNKD,3950300
2040,MNLO,1730000
2041,MNOV,299200
2042,MNPR,3500
2043,MNRO,685400
2044,MNSB,5500
2045,MNST,1824500
2046,MNTA,869300
2047,MNTX,3000
2048,MOBL,820300
2049,MOFG,52300
2050,MOGO,987800
2051,MOHO,150100
2052,MOMO,3108000
2053,MOR,216300
2054,MORF,22700
2055,MORN,63800
2056,MOSY,119400
2057,MOTS,17000
2058,MOXC,151100
2059,MPAA,73300
2060,MPB,7200
2061,MPWR,225400
2062,MRAM,1398100
2063,MRBK,6900
2064,MRCC,154800
2065,MRCCL,4000
2066,MRCY,342600
2067,MREO,354900
2068,MRIN,141300
2069,MRKR,169000
2070,MRLN,66900
2071,MRNA,8771400
2072,MRNS,2956300
2073,MRSN,739800
2074,MRTN,232900
2075,MRTX,387300
2076,MRUS,58700
2077,MRVL,10194700
2078,MSBI,217600
2079,MSEX,49300
2080,MSFT,27820400
2081,MSON,58600
2082,MSTR,36900
2083,MSVB,4700
2084,MTBC,393100
2085,MTBCP,23800
2086,MTC,236700
2087,MTCH,2267000
2088,MTEM,469400
2089,MTEX,4100
2090,MTLS,62300
2091,MTP,276000
2092,MTRX,87600
2093,MTSC,173400
2094,MTSI,454900
2095,MTSL,101300
2096,MU,13637300
2097,MVBF,6100
2098,MVIS,10078800
2099,MWK,69900
2100,MXIM,5036900
2101,MYFW,7000
2102,MYGN,453500
2103,MYL,3873700
2104,MYOK,312200
2105,MYOS,482400
2106,MYRG,68400
2107,MYSZ,150500
2108,MYT,5865200
2109,NAII,1800
2110,NAKD,1977300
2111,NAOV,25300
2112,NARI,467200
2113,NATH,4700
2114,NATI,471100
2115,NATR,36700
2116,NAVI,2494800
2117,NBAC,13600
2118,NBACR,10000
2119,NBACW,22400
2120,NBEV,4373900
2121,NBIX,630100
2122,NBL,7141000
2123,NBLX,480600
2124,NBN,47000
2125,NBRV,3952400
2126,NBSE,97300
2127,NBTB,92400
2128,NCBS,18000
2129,NCMI,597700
2130,NCNA,183300
2131,NCNO,345600
2132,NCSM,63000
2133,NCTY,398700
2134,NDAQ,727500
2135,NDLS,451200
2136,NDRA,169200
2137,NDRAW,6800
2138,NDSN,398600
2139,NEO,648600
2140,NEOG,159800
2141,NEON,30100
2142,NEOS,117800
2143,NEPH,18200
2144,NEPT,820000
2145,NERV,754900
2146,NESR,163400
2147,NESRW,300
2148,NETE,412400
2149,NEWA,16100
2150,NEWT,130800
2151,NEWTI,700
2152,NEWTL,3400
2153,NEXT,75500
2154,NFBK,257700
2155,NFE,336400
2156,NFIN,277100
2157,NFINU,100
2158,NFINW,678000
2159,NFLX,5910300
2160,NFTY,300
2161,NGHC,1854600
2162,NGHCN,10400
2163,NGHCO,6600
2164,NGHCP,1300
2165,NGHCZ,3900
2166,NGM,111500
2167,NH,743200
2168,NHICU,123500
2169,NHLD,3100
2170,NHLDW,17300
2171,NHTC,22400
2172,NICE,379700
2173,NICK,45200
2174,NIU,415900
2175,NK,1418600
2176,NKLA,11551900
2177,NKLAW,161900
2178,NKSH,7200
2179,NKTR,1260200
2180,NKTX,122400
2181,NLOK,12987700
2182,NLTX,325500
2183,NMCI,59900
2184,NMIH,1249100
2185,NMRD,39500
2186,NMRK,1062800
2187,NMTR,356900
2188,NNBR,338800
2189,NNDM,1343800
2190,NODK,33000
2191,NOVN,8978300
2192,NOVS,1200
2193,NOVSU,200500
2194,NOVSW,55900
2195,NOVT,126300
2196,NPA,6100
2197,NPAWW,1000
2198,NRBO,39100
2199,NRC,15700
2200,NRIM,27200
2201,NRIX,672300
2202,NSEC,100
2203,NSIT,258100
2204,NSSC,60200
2205,NSTG,303200
2206,NSYS,4100
2207,NTAP,2426700
2208,NTCT,540800
2209,NTEC,10971700
2210,NTES,710900
2211,NTGR,211000
2212,NTIC,9000
2213,NTLA,702300
2214,NTNX,2287800
2215,NTRA,551700
2216,NTRP,283600
2217,NTRS,752800
2218,NTRSO,29200
2219,NTUS,327700
2220,NTWK,46900
2221,NUAN,5090400
2222,NURO,733900
2223,NUVA,733600
2224,NUZE,119100
2225,NVAX,6540100
2226,NVCN,574900
2227,NVCR,641900
2228,NVDA,8562800
2229,NVEC,8200
2230,NVEE,206200
2231,NVFY,469100
2232,NVIV,90900
2233,NVMI,139800
2234,NVUS,227400
2235,NWBI,613000
2236,NWFL,4300
2237,NWGI,37200
2238,NWL,1686500
2239,NWLI,18600
2240,NWPX,44800
2241,NWS,497100
2242,NWSA,2532300
2243,NXGN,213000
2244,NXPI,1842700
2245,NXST,381000
2246,NXTC,902500
2247,NXTD,8124700
2248,NXTG,133200
2249,NYMT,3977300
2250,NYMTM,18400
2251,NYMTN,24100
2252,NYMTO,13100
2253,NYMTP,2600
2254,NYMX,136000
2255,OAS,17620400
2256,OBAS,1500
2257,OBCI,31000
2258,OBLN,93900
2259,OBNK,36000
2260,OBSV,427800
2261,OCC,6700
2262,OCCI,53100
2263,OCFC,659500
2264,OCFCP,4000
2265,OCGN,56282400
2266,OCSI,54500
2267,OCSL,1363800
2268,OCUL,780500
2269,ODFL,630800
2270,ODP,539800
2271,ODT,97000
2272,OEG,28200
2273,OESX,348500
2274,OFED,200
2275,OFIX,116300
2276,OFLX,2500
2277,OFS,58100
2278,OFSSZ,200
2279,OGI,2136100
2280,OIIM,233800
2281,OKTA,1736500
2282,OLD,3200
2283,OLED,2239000
2284,OLLI,825200
2285,OMAB,95800
2286,OMCL,168500
2287,OMER,283700
2288,OMEX,4000
2289,OMP,345800
2290,ON,10297600
2291,ONB,692600
2292,ONCS,242800
2293,ONCT,82900
2294,ONCY,612700
2295,ONEM,2580700
2296,ONEQ,39600
2297,ONEW,70000
2298,ONTX,6770400
2299,ONTXW,104100
2300,ONVO,420800
2301,OPBK,29700
2302,OPCH,803400
2303,OPES,216200
2304,OPESW,180700
2305,OPGN,209952900
2306,OPHC,549100
2307,OPI,163200
2308,OPINI,29900
2309,OPINL,15800
2310,OPK,9680600
2311,OPNT,51100
2312,OPOF,1100
2313,OPRA,108300
2314,OPRT,125100
2315,OPRX,427600
2316,OPTN,397300
2317,OPTT,2331500
2318,ORBC,434900
2319,ORGO,337000
2320,ORGS,27700
2321,ORIC,201500
2322,ORLY,454200
2323,ORMP,83100
2324,ORRF,11600
2325,ORSN,600
2326,ORSNR,2000
2327,ORSNW,39400
2328,ORTX,647700
2329,OSBC,71500
2330,OSIS,178500
2331,OSMT,383900
2332,OSN,48600
2333,OSPN,286200
2334,OSS,1049900
2335,OSTK,17094400
2336,OSUR,4136600
2337,OSW,215000
2338,OTEL,6900
2339,OTEX,922400
2340,OTIC,166200
2341,OTLK,1624300
2342,OTLKW,6600
2343,OTRK,2014700
2344,OTTR,122200
2345,OVBC,3700
2346,OVID,574400
2347,OVLY,5600
2348,OXBR,79900
2349,OXBRW,3100
2350,OXFD,60000
2351,OXLC,987000
2352,OXLCM,2000
2353,OXLCO,4200
2354,OXLCP,20900
2355,OXSQ,289200
2356,OXSQL,900
2357,OXSQZ,1700
2358,OYST,22600
2359,OZK,669400
2360,PAAS,3514800
2361,PACB,5475800
2362,PACQ,18800
2363,PACQW,500
2364,PACW,1258000
2365,PAE,351600
2366,PAEWW,1300
2367,PAHC,155800
2368,PAND,101000
2369,PANL,10500
2370,PASG,223800
2371,PATI,8700
2372,PATK,128100
2373,PAVM,656500
2374,PAVMZ,13800
2375,PAYS,801300
2376,PAYX,1469900
2377,PBCT,3147500
2378,PBCTP,18200
2379,PBFS,19000
2380,PBHC,6200
2381,PBIP,6800
2382,PBPB,443900
2383,PBTS,55100
2384,PBYI,2843700
2385,PCAR,1361600
2386,PCB,31400
2387,PCH,375400
2388,PCOM,18800
2389,PCRX,637800
2390,PCSB,87700
2391,PCTI,112800
2392,PCTY,754700
2393,PCVX,152700
2394,PCYG,34200
2395,PCYO,59700
2396,PDBC,864800
2397,PDCE,1289000
2398,PDCO,603500
2399,PDD,7389200
2400,PDEX,9700
2401,PDFS,428400
2402,PDLB,5500
2403,PDLI,1240200
2404,PDP,157400
2405,PDSB,1056300
2406,PEBK,1800
2407,PEBO,81800
2408,PECK,60500
2409,PEGA,307700
2410,PEIX,4490000
2411,PENN,15913600
2412,PEP,3692100
2413,PERI,195500
2414,PESI,46000
2415,PETQ,1797400
2416,PETS,684100
2417,PETZ,21200
2418,PEY,239800
2419,PEZ,11600
2420,PFBC,57000
2421,PFBI,37500
2422,PFC,167200
2423,PFF,2419700
2424,PFG,1614000
2425,PFHD,39000
2426,PFI,4900
2427,PFIE,66200
2428,PFIN,2100
2429,PFIS,17700
2430,PFLT,206800
2431,PFM,30100
2432,PFMT,35100
2433,PFPT,555600
2434,PFSW,398200
2435,PGC,82400
2436,PGEN,735900
2437,PGJ,11800
2438,PGNY,758300
2439,PHAS,720900
2440,PHAT,36800
2441,PHCF,25800
2442,PHIO,882900
2443,PHIOW,42700
2444,PHO,40500
2445,PHUN,1482000
2446,PHUNW,3700
2447,PI,212700
2448,PICO,43700
2449,PID,127900
2450,PIE,49900
2451,PIH,1900
2452,PINC,224600
2453,PIO,13300
2454,PIRS,130300
2455,PIXY,260800
2456,PIZ,20000
2457,PKBK,19200
2458,PKOH,31100
2459,PKW,38500
2460,PLAB,337400
2461,PLAY,3892700
2462,PLBC,5700
2463,PLCE,767900
2464,PLIN,67500
2465,PLL,77400
2466,PLMR,284000
2467,PLPC,7300
2468,PLRX,65700
2469,PLSE,55900
2470,PLUG,36721400
2471,PLUS,42300
2472,PLW,70300
2473,PLXP,10200
2474,PLXS,136400
2475,PLYA,723100
2476,PMBC,26500
2477,PMD,10800
2478,PME,5900
2479,PNBK,491800
2480,PNFP,216200
2481,PNFPP,30800
2482,PNNT,238300
2483,PNNTG,400
2484,PNQI,20700
2485,PNTG,79300
2486,POAI,939500
2487,PODD,882300
2488,POLA,432700
2489,POOL,156800
2490,POTX,24000
2491,POWI,129500
2492,POWL,118800
2493,PPBI,459400
2494,PPC,831500
2495,PPD,627300
2496,PPH,33300
2497,PPIH,6800
2498,PPSI,517700
2499,PRAA,612000
2500,PRAH,657400
2501,PRCP,141600
2502,PRDO,923500
2503,PRFT,342800
2504,PRFZ,21700
2505,PRGS,268700
2506,PRGX,22100
2507,PRIM,830900
2508,PRN,4900
2509,PRNB,533100
2510,PROF,132800
2511,PROG,17600
2512,PROV,4000
2513,PRPH,1000
2514,PRPL,983500
2515,PRPLW,326600
2516,PRPO,2149700
2517,PRQR,165200
2518,PRSC,111100
2519,PRTA,149100
2520,PRTH,80800
2521,PRTK,375300
2522,PRTS,621900
2523,PRVB,783500
2524,PRVL,74900
2525,PS,1016700
2526,PSACU,25600
2527,PSC,1100
2528,PSCC,1100
2529,PSCD,1100
2530,PSCE,3800
2531,PSCF,2400
2532,PSCH,6800
2533,PSCI,2500
2534,PSCM,900
2535,PSCT,3900
2536,PSCU,300
2537,PSEC,1170400
2538,PSHG,48200
2539,PSL,23700
2540,PSMT,77600
2541,PSNL,342800
2542,PSTI,438200
2543,PSTV,4841700
2544,PSTX,225400
2545,PT,108300
2546,PTAC,303300
2547,PTACU,3500
2548,PTACW,20700
2549,PTC,533600
2550,PTCT,2125600
2551,PTE,416200
2552,PTEN,3931300
2553,PTF,54300
2554,PTGX,356700
2555,PTH,49500
2556,PTI,1893000
2557,PTMN,312000
2558,PTNR,1600
2559,PTON,4748000
2560,PTSI,3700
2561,PTVCA,2100
2562,PTVCB,16100
2563,PUI,30700
2564,PULM,757300
2565,PUYI,300
2566,PVAC,929300
2567,PVBC,17600
2568,PWFL,168300
2569,PWOD,7100
2570,PXI,24800
2571,PXLW,159600
2572,PXS,18500
2573,PYPD,6300
2574,PYPL,6525200
2575,PYZ,600
2576,PZZA,669600
2577,QABA,32500
2578,QADA,54000
2579,QAT,4600
2580,QCLN,126100
2581,QCOM,11155900
2582,QCRH,57500
2583,QDEL,713400
2584,QFIN,1563800
2585,QH,38500
2586,QIWI,973300
2587,QK,20900
2588,QLGN,2054500
2589,QLYS,446400
2590,QMCO,198300
2591,QNST,341300
2592,QQEW,67200
2593,QQQ,44969300
2594,QQQX,79400
2595,QQXT,7500
2596,QRHC,11200
2597,QRTEA,3256500
2598,QRTEB,1400
2599,QRVO,1238400
2600,QTEC,165300
2601,QTNT,469900
2602,QTRX,1575300
2603,QTT,1310400
2604,QUIK,100500
2605,QUMU,28200
2606,QURE,224700
2607,QYLD,452100
2608,RADA,150200
2609,RAIL,218900
2610,RAND,16800
2611,RAPT,243600
2612,RARE,289700
2613,RAVE,225400
2614,RAVN,81900
2615,RBB,45000
2616,RBBN,467200
2617,RBCAA,16600
2618,RBCN,2300
2619,RBKB,9500
2620,RBNC,33000
2621,RCEL,73800
2622,RCII,708300
2623,RCKT,238800
2624,RCKY,19700
2625,RCM,1411500
2626,RCMT,12900
2627,RCON,139700
2628,RDCM,15200
2629,RDFN,1963600
2630,RDHL,817700
2631,RDI,313900
2632,RDIB,700
